日期,总确诊数,新增确诊数,总治愈数,新增治愈数,总死亡数,新增死亡数
2021年12.13,2924,6,2841,2,7,0
2021年12.14,2927,3,2843,2,7,0
2021年12.15,2929,2,2845,2,7,0
2021年12.16,2932,3,2845,0,7,0
2021年12.17,2945,13,2849,4,7,0
2021年12.18,2959,14,2850,1,7,0
2021年12.19,2975,16,2855,5,7,0
2021年12.20,2980,5,2858,3,7,0
2021年12.21,2985,5,2860,2,7,0
2021年12.22,2996,11,2866,6,7,0
2021年12.23,3004,8,2868,2,7,0
2021年12.24,3019,15,2874,6,7,0
2021年12.25,3037,18,2881,7,7,0
2021年12.26,3048,11,2887,6,7,0
2021年12.27,3056,8,2896,9,7,0
2021年12.28,3067,11,2900,4,7,0
2021年12.29,3084,17,2906,6,7,0
2021年12.30,3093,9,2909,3,7,0
2021年12.31,3103,10,2915,6,7,0
2022年01.01,3121,18,2927,12,7,0
2022年01.02,3147,26,2934,7,7,0
2022年01.03,3176,29,2942,8,7,0
2022年01.04,3193,17,2951,9,7,0
2022年01.05,3193,17,2951,0,7,0
